replicate_1,replicate_2,replicate_3,replicate_4,replicate_5,replicate_6,replicate_7,replicate_8,replicate_9,replicate_10
0.9568632171697489,0.9804572602675197,0.9500616236646793,0.1811499367120435,0.4353899303439175,0.5440150908382235,2.2389777782613534,0.13558277435050758,0.19990701038187653,0.7643051180902647
0.4445017983686377,0.18898896633321738,0.019233172068132243,1.7138866995838509,0.17347078262503302,0.17822265754890965,0.025132902826448866,1.0706677130114755,0.08305916476460995,2.8951406611045867
0.22502406190412327,0.2112020971157178,0.14633450189204766,0.3912458359306592,0.8375874363410805,0.09814829191951135,4.941697235177793,1.0527127487599919,0.01473686063806956,0.1082744076178701
0.06777301192542606,0.5176970668665706,0.3463960885494166,0.04494058824978153,0.04349021777648998,2.941537107063442,0.31142898645551,1.6026901229015125,0.04654298748057184,0.04838250488058904
0.6227775112278928,2.3380789096344663,1.88789976420676,0.6255295549880742,0.04180278767883938,0.46108754481209013,0.22175663889285024,0.06575732541825552,0.23745195109474948,0.47344043603845765
1.2113797726104063,0.47504760636309085,0.033057301840300646,0.8190916307288689,0.40189698082267866,0.014357879290374687,0.018708601229814992,0.21837516861970063,0.3685939298404628,0.2793758109597735
1.2688417837365344,0.12078173920113766,0.4638283784467703,0.08055432653816186,0.18329031576100485,0.9372516142295966,0.11904226389530015,0.12260592065732423,0.11672972261888304,0.19159251457725834
0.0620048968825897,0.24098778877995586,0.08441533763932862,0.266821473434953,2.0508154167334998,0.6293524052385171,0.17698565380532805,0.11177058955143404,0.9331585872526378,0.9139506007169651
4.510232436490747,2.0491382868741796,0.005343009013198063,0.07226287003809806,0.09734478364279031,0.2388604989006602,0.7617800672109536,0.21859027415899823,0.44333754917712875,0.4135019212701503
0.18316533992294737,1.0250651245759177,1.4015928715318577,0.0884185953861849,0.9157454242811247,0.6813412362212665,0.6815178564678295,0.02140117241271411,0.8908557650753064,0.18380525334183528
0.12738078328485036,0.015199261165482758,1.483241981518268,0.6582453903444461,3.9400252040365986,1.9119382868976662,1.565567503304623,1.2685123024432592,0.2466735274444234,0.39869630154375235
0.22306116280769728,0.13579899688941044,0.14997769647298798,0.3461231102231417,0.1876870691558652,0.11138265227143496,2.3910334454527167,1.2936245604387575,1.6175179405072946,2.230104201779962
0.27345204723716954,0.4958734386405146,1.3556574810139814,0.014208234992177049,1.959056073287111,0.38648525915477294,0.7578588795377958,2.484087440786528,1.0149407666897892,0.14117628323225517
0.4663870398916692,0.7900310568413993,0.22855343298925224,2.2740788690314426,0.18023738028932912,0.9001545270320344,0.6649835534364485,0.0322006205094334,0.41949512710498893,0.2988761944644176
0.4147702851576107,0.057217839078951505,0.021276674087586933,0.6654009453824488,0.4207684356181147,0.0384961354770037,1.715368757033569,0.4452451587644073,0.6476174305703115,0.15899788882837784
0.0832058248148484,0.3697391086859452,0.11678620625948333,0.023936191957149244,0.00015012492002486333,0.8328046629475527,0.06292172888380065,0.0028245507346216225,0.07185260842367303,0.45139116317938455
0.15298932532989484,0.4324546386233725,0.5795696504883052,0.7400303118567397,0.14272772022628133,0.8729640068039024,0.035638529357525206,0.47313190990684584,0.9027439140181373,1.7446487859372652
0.8019603486525584,0.0578399597033834,0.10559640539083026,1.2042844628948854,0.023773184050312812,0.41888979566794693,0.7070529156659888,0.0455958684180513,0.5010672435510626,0.5834643113258757
0.11047665617781255,0.28636592334665045,0.45368535103440166,0.2537995484902962,0.013276279797691526,0.950012183284827,0.17485517515963322,0.23642793437813348,0.10143440510579738,0.09855740786472333
0.6714926211101309,0.0013519147408658228,0.09156436604226426,0.8415224635487593,9.630398632095003,0.6201878354696637,0.2712689209942363,0.1854697924425106,0.14857035154259268,0.06197809302932944
0.8503325822852887,0.6864630240991096,0.1069466058192916,0.16048260935280267,0.8766149411796871,0.18585537657583773,0.5023022015803,0.19085309607078083,1.9404735129256423,0.015659835582339854
0.8378217914960682,0.03525590026438041,0.6311545808526948,0.057827445286900314,0.19522029511484118,0.07118786467408178,2.7032062208831746,0.09700019997639342,0.09883221052483804,1.2223394496329507
0.7977980816672561,0.07115980252760123,1.4287992996909473,3.6335649694760104,0.6435571313102941,3.1560901816366043,1.4565138016962438,0.04924629696749139,0.28228012089672205,0.31961552865017273
0.1395486566332489,0.9807824408525267,0.8213453492340446,0.001904372278012545,0.3846867787812458,0.451705936997024,0.7784480121760537,0.00713687080444525,1.2221841921602214,0.2698502537724552
0.26867144449317437,0.2613866161127605,0.02631613931951171,0.38027627614299453,1.9648495111084943,0.7191475982196467,0.27754815736084937,0.830142867253032,0.178437920178403,0.1426314521583587
0.31677247370441886,0.6717652898746076,2.0492917824284906,0.045947346393311106,0.1325931335696704,0.4027317949767697,0.9821363076167642,1.937577362977151,0.08071097864210275,0.2769419371190842
2.6051156117790617,0.5874631665672512,0.07899148417538693,0.4837420817184941,0.36658751812868906,0.8057888741724197,0.09002322986847067,1.6617999112287132,0.34445649570104386,0.20793686913584852
0.18951161187930587,0.07357793751496167,0.7595319363518591,0.0019966199136025597,0.0028297177638036963,0.07477419169848254,1.0475691611711917,0.5468631645672999,0.09637451065777403,0.8075532166221746
2.354007989099029,0.0838717415489969,0.7611619954946203,0.02842445756145051,0.7597818400355445,0.11507186518841506,0.3236128885124532,0.057751994054900946,4.988420189719009,0.7051230153367343
1.456793533818698,0.5967057670295914,0.29838322504175796,0.7012359329379401,0.455268220596736,1.3066860986986386,0.1409217111213823,0.44029824223006253,0.5820014224932968,0.29278352323165335
0.8770595329202495,0.12554960447862418,0.4346969994222454,1.0568815818223247,0.5287255130351387,0.02473651769714258,0.31110991408357935,0.045908557933138194,0.3584227701547502,0.5858928471608142
0.6578796109389313,0.28838079194690347,0.0448310332323858,0.988124165579066,0.755256530376069,0.30340651609218083,0.9656706240086865,0.3670717539284656,0.285309859418138,0.47248380623212216
0.3469678401325307,1.1144564564176456,3.7972992445084124,0.08661504537039377,0.23220733667543159,0.09647814914310082,0.5931891933161892,1.3338347945697726,0.5182579200821877,0.5611946967624994
0.056354250523720895,0.14927968844626838,0.029509729294921128,0.0023020157830850874,0.0767404375345635,0.44225640020250934,0.06614020764588124,0.10139247031449927,0.21207859645643468,0.8576948416712347
0.3359608270650636,0.19999175043791606,1.850091949559932,0.8245629776087371,0.09253646239702151,0.31317199953077046,0.6674299614336663,2.239399878236697,0.1121774596752001,0.042827047611716074
0.010613414299371904,0.17751408275762848,0.13258946031292163,0.0920537873868903,0.7724854504911896,0.7915341505471298,1.177895555002785,0.23641226103407043,0.13904162400811826,1.1710729448089539
0.3390449072671726,0.8146644527612026,0.24097926307441475,0.18168094654695421,8.35643384668322,0.17397789273247066,0.07357641716733321,0.11293824263179575,0.05123217101875688,0.15540606084462105
0.5433876270247693,0.18347482663499393,0.8525844867152117,0.1498648268800964,0.29609051745018355,0.2685419121838464,0.02804253837528692,0.3535369487439086,1.6714935284786594,0.23243400408710824
0.25084374779318686,0.23357162929733777,1.50606994026066,2.210539313357017,0.0854264679814849,0.12315039208509804,0.025695222837153198,1.422021131807044,2.645420689255444,0.15113717315235675
0.060126036187972964,0.42304436809313284,0.6767299126747119,1.4877087938949716,0.03192999296720367,0.04830619598151231,0.009849864716291235,0.14702174085298436,0.12893999399653877,1.143343155591364
0.6784708186746791,0.3649622108727495,0.057983170842337506,0.3005327195366443,0.3303309305664426,0.11831759707863698,0.00788881367450922,0.08570668721910302,4.265158600828703,1.426108740470947
1.231043483800697,0.15051130093484644,0.2077195411633852,0.9800367312040474,0.7291468850582794,1.7030493610207986,1.0352109149981077,0.5584722398422524,0.4166243727927119,0.06802715350565891
0.5620674624344473,0.5046967231380661,0.5060411965730303,0.8122821480823663,0.4928723232635699,0.3327908828699262,0.792530885267624,0.6692179907136302,0.12734455001224787,0.37842505469498056
0.45761483961390326,0.20958871170407223,5.471476356808145,0.31813048570732083,0.1616496820151203,0.39839082811950255,2.437380110000287,0.03303715562740428,0.3584065391868896,0.23256015007333697
0.2705698206516314,0.30522876847297464,0.2534107354668329,0.04489873667521316,0.48054439537878024,0.7987269230726388,0.2107175226937672,0.13509856661216135,0.035425933184769054,0.09127422499098814
0.623879431900549,0.2288072296909769,0.16959693392341801,0.9080659366395456,0.40602622662325727,1.3826298833329775,0.7100881367048573,0.056843086104602314,0.06807531608934059,0.42422885821871437
0.17809801682881776,0.9494461959545715,0.15379323403165523,0.6361824891630743,0.1121093309699066,0.010229240541975493,0.2586591558308742,0.7146756601636501,0.11577624470234471,0.2187877168677086
0.4576566938800437,0.40181062942947654,1.3083560059367638,0.07672622413663865,0.25711127279705503,0.05953080336115302,0.4293932492115733,0.38678022713978,1.892238885935278,0.7274808259099668
0.1928513352257466,5.742313223243915,0.08472736082772969,0.33595589361893397,1.4739900706068703,0.2743158854866541,0.2856598136164292,1.6660730920187379,2.6517232589517152,1.196158339523358
0.518609352961912,0.3441237539776296,0.568162181756406,0.9919950015499543,0.83513624253128,0.10155138061107571,0.2627524060408548,0.6338975730546965,0.2571038129897216,0.005941065884792263
0.3143461358813693,1.6185351216532946,1.2704017847236675,0.888670067188708,2.1695827520287994,0.3227319122915273,0.13024776374762403,0.1486537876838916,0.12802307866108564,0.41192585594094844
0.11967255993714776,0.4487862927289228,1.303837090697979,3.677558783732941,1.631922809240527,0.5138772794992534,0.4597004633252588,0.19660825973556917,0.18546193500827868,0.459449711667413
0.14711761470798068,1.6457338112936708,0.06257958308981038,0.3106853143163464,0.13152551555072667,0.3403220087483392,0.14075502039481003,0.2667491607305872,0.19187637437345306,0.18112164743017245
0.7595566389332067,0.6069741668835398,0.9842211566276893,1.1406254937657767,1.3667862902495824,0.6397157349990945,0.06787273901700575,0.046032886224103065,0.41910728187098956,1.0255022406986543
0.08395588703784718,0.05752869186508347,1.990151306683741,0.0032140815164287684,0.5145146722735756,0.00844984033937246,0.8261478981851991,2.020510579969602,0.08408914982696802,1.8430605650128058
0.1607928763725699,0.04386341614925393,0.9417738343687116,0.5641340273292521,3.1504241059699867,0.4038585636220673,0.5702932453415019,0.685252043585993,0.45392344494733683,0.8742231095357758
